incident_name,Date ,Acres,Longitude,Latitude
Northern Region July Lightning,2013-07-02T12:00:00Z,754,-121.5747,39.9845
Northern California Lightning Activity,2013-06-10T00:46:00Z,60,-121.5747,39.9845
Stage Fire,2020-06-21T21:50:06Z,52,-121.57407,36.69845
Mountain Fire,2019-06-21T14:42:00Z,30,-121.57382,37.75427
Saddle Fire,2016-09-05T16:28:00Z,800,-121.571,39.6871
Soda Fire,2017-09-28T14:46:00Z,143,-121.56858,40.07613
Betabel Fire,2015-07-20T13:23:00Z,25,-121.5681,36.8727
Park Fire,2020-07-04T07:13:22Z,353,-121.567505,37.166733
Mines Fire,2017-08-27T17:45:00Z,44,-121.56425,37.56181
Levee Fire,2019-06-08T13:07:00Z,70,-121.56363,39.15641
Eiler Fire,2014-07-31T18:04:00Z,32416,-121.562,40.72
Willow Fire,2021-06-18T11:49:41Z,2877,-121.558858,36.151231
Patterson Fire,2019-08-21T17:56:05Z,139,-121.55867,37.71734
Oroville Spillway ,2017-02-07T14:00:00Z,0,-121.55633,39.51158
Tesla Fire,2022-06-23T17:39:00Z,552,-121.556086,37.365652
Patterson Fire,2018-07-25T16:05:00Z,34,-121.55604,37.71173
Castro Fire,2017-07-23T16:07:00Z,78,-121.55552,36.96607
Lakeland Fire,2017-07-04T15:45:00Z,18,-121.54722,39.53944
Ferry Fire,2020-10-22T14:43:49Z,6,-121.54475,39.51694
Powellton Fire,2018-10-15T11:57:00Z,10,-121.54103,39.93427
Honcut Fire,2020-06-20T14:24:00Z,89,-121.53976,39.36894
Hambone Fire,2021-08-06T11:11:37Z,55,-121.53946,41.68499
Honcut Fire,2017-07-10T14:45:00Z,166,-121.53865,39.37192
Hollow Fire,2019-07-03T15:34:12Z,283,-121.538382,37.63206
Bridle Fire,2018-07-06T10:40:00Z,116,-121.53586,37.06367
Patterson Fire,2020-07-06T16:04:20Z,150,-121.53524,37.71984
Mines Fire,2019-06-26T18:06:54Z,17,-121.534827,37.494136
Cherokee Fire,2017-10-08T21:45:00Z,8500,-121.52966,39.62496
Hollow Fire,2021-10-24T13:40:00Z,150,-121.52692,37.62879
Hat Fire,2018-08-09T14:34:00Z,1900,-121.52225,40.99344
Oregon Fire,2018-06-16T11:47:00Z,40,-121.521111,39.549167
Dark Fire,2018-07-10T12:42:00Z,11,-121.51772,39.66492
June Fire,2018-10-30T14:46:00Z,550,-121.51707,39.36529
Marsh Fire,2014-07-11T21:57:00Z,80,-121.5118,37.5359
SKU August Lightning Complex,2023-08-15T19:48:44Z,883,-121.5041,41.2477
Branch Fire,2013-08-01T16:01:00Z,92,-121.50354,39.6612
Crews Fire,2020-07-05T14:55:49Z,5513,-121.501532,37.034839
Corral Fire,2017-09-19T14:05:00Z,155,-121.49925,37.63358
Summit Fire,2013-10-04T17:37:00Z,305,-121.497,39.439
Encinal Fire,2014-03-19T16:45:00Z,400,-121.4819,36.6313
July Complex,2020-07-24T07:33:21Z,83261,-121.477,41.699
Candy Fire,2020-05-08T14:46:20Z,17,-121.47273,39.42208
Whiskey Fire,2019-07-16T18:44:15Z,90,-121.468074,37.962557
Mill Fire,2019-07-30T13:28:17Z,280,-121.466944,36.008889
Clayton Fire,2023-08-03T14:28:00Z,68,-121.464716,37.368648
Dillard Fire,2021-05-08T17:29:49Z,44,-121.45965,38.28328
Jamieson Fire,2019-08-25T13:06:49Z,35,-121.45597,37.034183
Teddy Fire,2020-06-18T22:33:51Z,13,-121.45372,39.37577
Sunset Fire,2018-08-01T13:11:00Z,695,-121.451307,38.82426
Fields Fire ,2020-10-07T06:06:33Z,56,-121.450982,39.181047
Camp Fire,2018-11-08T06:33:00Z,153336,-121.4347,39.8134
Baseline Fire ,2019-09-20T15:02:08Z,640,-121.432636,38.751648
Avacado Fire,2020-06-30T15:43:01Z,136,-121.4319,39.3784
Park Fire,2022-06-09T15:53:00Z,54,-121.431372,39.385829
Simmons Fire,2018-07-19T12:00:00Z,43,-121.43131,39.57202
Wilson Fire,2018-09-28T13:08:00Z,261,-121.43025,40.34256
Jan-Dar Fire,2022-07-04T18:51:58Z,30,-121.430071,39.42972
Bangor Fire,2016-09-22T11:45:00Z,130,-121.42647,39.4403
Heavy Range Fire,2019-08-10T18:47:02Z,33,-121.423281,39.171091
Coe Fire,2016-06-07T16:30:00Z,120,-121.42238,37.17072
Ridge Fire,2020-06-17T16:54:46Z,83,-121.42113,35.9497
Highway Fire,2017-06-22T09:49:00Z,21,-121.4143,39.364
Swedes Fire,2019-09-07T15:06:00Z,496,-121.412619,39.45296
Forbestown Fire,2019-09-06T15:18:52Z,58,-121.412333,39.470333
Wall Fire,2017-07-07T14:52:00Z,6033,-121.41222,39.45352
Jasper Fire,2017-09-26T15:20:00Z,26,-121.40947,39.03168
LaPorte Fire (Wind Complex),2017-10-09T00:57:00Z,6151,-121.40613,39.39455
Hidden Fire,2018-07-25T14:11:00Z,39,-121.40604,36.796
Sky Fire,2021-06-27T17:49:34Z,76,-121.406,40.039
Hidden Fire,2016-06-03T17:39:00Z,30,-121.40304,36.80296
Cascade Fire (Wind Complex),2017-10-08T23:03:00Z,9989,-121.4021,39.32198
Turkey Fire,2023-07-26T14:17:00Z,65,-121.399989,39.446994
Foster Fire ,2019-09-04T20:33:59Z,17,-121.39478,36.732866
Dyer Fire,2019-06-26T22:43:07Z,148,-121.39419,38.73817
Watt Fire,2019-06-07T12:59:00Z,27,-121.39259,38.75263
Watt Fire,2021-06-21T16:41:35Z,42,-121.39247,38.728881
Brandie Fire,2022-06-11T17:22:09Z,72,-121.392285,39.319804
Frog Fire,2015-07-30T17:45:00Z,4863,-121.392,41.399
Amoruso Fire,2020-06-01T15:52:43Z,670,-121.390862,38.824371
Dixie Fire,2021-07-13T17:15:00Z,963309,-121.389439,39.871306
Swedes Fire,2015-07-29T11:25:00Z,400,-121.38794,39.43963
Beale Fire,2016-08-18T15:35:00Z,389,-121.38775,36.16965
Swedes Fire,2013-08-16T16:37:00Z,2264,-121.38236,39.446268
Beale Fire,2020-08-02T22:24:59Z,600,-121.38178,39.11307
PFE Fire,2013-06-13T11:28:00Z,237,-121.380862,38.729297
Peoria Fire,2023-06-23T11:00:00Z,59,-121.3801,39.258
Robinson Fire,2020-07-13T15:06:35Z,33,-121.37994,39.43227
Watt Fire,2020-06-11T18:25:12Z,40,-121.378879,38.733421
Moore Fire,2016-06-21T12:24:00Z,88,-121.37704,38.86804
Twenty Fire,2017-05-29T15:31:00Z,10,-121.376,39.23205
Burney Lightning Series (Warner Fire),2013-08-19T17:48:00Z,196,-121.3754,40.5445
Tesla Fire,2015-08-19T14:45:00Z,2850,-121.3732,37.3845
Bay Fire,2022-07-08T13:10:00Z,30,-121.372749,39.300253
Rains Fire,2019-07-18T09:07:57Z,35,-121.371276,37.420988
Bikeway Fire,2019-07-05T09:46:01Z,25,-121.3697,37.469
Scott Fire,2023-06-15T17:26:28Z,115,-121.3686,39.3256
Bald Fire,2014-07-30T20:15:00Z,39736,-121.368,40.901
Sandra Fire,2022-06-30T16:08:11Z,34,-121.366789,39.480813
Bird Fire,2016-08-20T08:35:00Z,147,-121.36665,37.62215
Fairview Fire,2018-06-03T15:09:00Z,35,-121.36446,36.83036
Quail Fire,2021-05-12T20:48:43Z,35,-121.361339,39.2510745
Beale Fire,2021-06-13T19:39:00Z,150,-121.3587065,39.1956433
Spenceville Fire,2017-07-24T14:56:00Z,39,-121.3519,39.06522
Far Fire,2019-07-06T20:21:25Z,38,-121.35014,39.06066
Sicard Fire,2023-05-30T14:05:00Z,13,-121.3475,39.2349
Soledad Fire,2017-04-24T12:06:00Z,10,-121.34695,36.44141
Porter Fire,2022-07-09T15:36:05Z,166,-121.344587,39.020051
Cassel Fire,2014-07-05T18:44:00Z,75,-121.3415,40.5719
Karchner Fire,2020-06-05T09:04:00Z,39,-121.340239,38.98487
Riosa Fire,2022-07-17T12:27:36Z,38,-121.340201,38.9848309
Nelson Fire,2020-06-18T16:56:59Z,110,-121.33956,38.89178
Rebie Fire,2017-07-12T13:55:00Z,10,-121.33785,39.50475
Del Fire,2019-10-03T13:36:04Z,18,-121.336465,37.429506
Lumpkin Fire,2015-09-11T14:15:00Z,1040,-121.3363,39.5218
Valley Fire ,2020-07-15T17:18:23Z,500,-121.33589,39.10112
Intanko Fire,2021-06-08T13:59:00Z,939,-121.333346,39.084872
Range Fire,2023-06-04T17:38:50Z,72,-121.3319,36.4647
Arroyo Fire,2016-06-18T16:47:00Z,70,-121.3306,36.2833
Beale Fire,2017-08-20T14:44:00Z,867,-121.32957,39.1234
Cienega Fire,2015-10-12T16:00:00Z,690,-121.32734,36.70854
Foothills Fire,2019-11-25T12:39:44Z,308,-121.325842,38.838992
Scott Fire,2019-06-25T13:51:09Z,80,-121.32399,39.24678
Scott Fire,2019-06-24T11:57:00Z,80,-121.32399,39.24678
Willow Fire,2020-09-09T08:04:43Z,1311,-121.32361,39.3637
3-2 Willow (Previously H-1 Fire),2019-08-07T18:48:57Z,107,-121.320838,40.900458
Tobin Fire,2016-09-26T13:23:00Z,248,-121.32,39.92
Duluth Fire,2020-08-10T18:58:13Z,65,-121.318472,38.81111
McGanney Fire,2013-07-08T09:59:00Z,73,-121.31634,39.206
Valley Fire,2017-07-04T13:21:00Z,34,-121.30983,36.85596
Athens Fire,2016-05-17T15:06:00Z,169,-121.3090268,38.8390117
Glen Fire,2021-08-11T00:00:00Z,184,-121.30845,39.403918
Dode Fire,2017-07-13T15:23:00Z,410,-121.30451,41.72163
SCU Lightning Complex,2020-08-16T09:25:25Z,396624,-121.30435,37.439437
Apple Fire,2022-07-27T15:08:00Z,39,-121.304167,39.323167
West Fire,2017-07-08T16:47:00Z,50,-121.303,39.06308
Ponderosa Fire,2017-08-29T13:16:00Z,4016,-121.30209,39.57701
Battle Fire,2017-06-28T13:50:00Z,562,-121.29581,41.85763
Rock Fire,2019-06-25T08:54:24Z,2420,-121.28312,37.46577
Haycamp Fire,2018-02-07T15:53:00Z,50,-121.28185,35.96689
Winding Fire,2022-07-18T16:43:31Z,82,-121.27693,39.314076
3-16 Fire,2018-07-15T18:54:00Z,89,-121.27049,40.94666
Murphy Fire,2018-08-07T02:11:00Z,117,-121.27,39.996944
Hutto Fire,2014-07-07T16:35:00Z,38,-121.2687,39.1871
Little Fire,2014-08-12T15:00:00Z,101,-121.266,41.507
Cook Fire,2015-06-18T13:07:00Z,158,-121.26471,39.2688
Tucker Fire,2019-07-28T15:58:00Z,14217,-121.260305,41.79591
Coleman Fire,2016-06-04T14:33:00Z,2520,-121.25029,36.01542
Nacimiento Fire,2018-10-02T12:32:00Z,150,-121.24898,35.97677
Frenchtown Fire,2021-07-20T16:36:32Z,45,-121.24684,39.383922
Mayberry Fire ,2019-06-29T22:07:59Z,12,-121.23431,39.32889
Los Bueyes,2022-08-16T12:38:00Z,,-121.23129,36.003814
Pinnacles Fire,2021-07-28T00:00:00Z,171,-121.224797,36.476664
Canyon Fire,2019-05-30T16:19:00Z,144,-121.22093,37.45899
Muck Fire ,2020-06-29T12:35:41Z,12,-121.2199939,41.0336731
Point Fire ,2019-10-07T09:58:51Z,29,-121.219163,37.066483
Pass Fire,2020-06-28T13:28:53Z,2192,-121.21912,37.06641
3-10 Fire,2018-07-15T11:55:00Z,56,-121.21597,40.95234
Day Fire,2014-07-30T19:01:00Z,13153,-121.2144,41.1336
Garden Fire,2022-09-17T14:58:32Z,29,-121.2122,39.9929
3-8 Fire ,2022-08-08T02:30:00Z,14,-121.211449,41.060445
Liberty Fire,2020-06-17T15:49:46Z,89,-121.20828,38.23432
Sullivan Fire,2015-07-28T12:10:00Z,40,-121.20324,37.24523
Grant Fire,2020-06-12T12:41:17Z,5042,-121.201927,38.520981
Dinosaur Fire,2016-06-25T23:45:00Z,1246,-121.20155,37.07147
Metz Fire,2016-05-22T15:27:00Z,3876,-121.20059,36.38123
Diablo Fire,2013-07-12T15:35:00Z,150,-121.1955,37.436
Kramer Fire ,2015-08-29T16:06:00Z,30,-121.194256,41.12362
McCourtney Fire,2015-09-22T07:00:00Z,30,-121.194,39.081
Rices Fire,2022-06-28T14:00:00Z,904,-121.192271,39.319145
Francis Fire,2015-08-03T18:07:00Z,30,-121.18735,39.33303
Diablo Fire,2020-06-25T06:47:01Z,202,-121.18355,37.46265
Sperry Fire,2020-09-08T22:27:00Z,45,-121.18018,37.46377
Grant Fire,2018-06-29T15:46:00Z,30,-121.17693,38.595865
Dinosaur Fire,2018-06-17T15:09:00Z,185,-121.176354,37.05876
Meiss Fire,2020-08-13T17:01:18Z,512,-121.172572,38.474502
3-11 Fire,2015-07-23T16:40:00Z,116,-121.172117,41.29226
Clay Fire,2020-07-29T18:05:20Z,741,-121.17197,38.40329
Sperry Fire,2020-06-08T13:55:53Z,80,-121.16483,37.463636
Metz Fire,2018-09-13T15:37:00Z,411,-121.1563,36.35502
Baxter Fire,2015-07-22T18:17:00Z,26,-121.1548,38.9361
Luis Fire,2021-04-24T14:50:00Z,93,-121.143154,37.0953436
Garden Fire,2017-10-10T12:30:00Z,19,-121.13737,39.06414
North Fire,2015-06-16T16:42:00Z,60,-121.135426,38.260777
Pleasant Fire,2022-08-20T16:35:12Z,48,-121.1329,39.2805
Boys Fire,2016-09-11T11:25:00Z,40,-121.1309,38.558
Lobo Fire (Wind Complex),2017-10-08T00:01:00Z,821,-121.12792,39.24549
Baker Fire,2020-03-03T15:20:43Z,,-121.12381,39.45493
Browns Fire,2019-08-02T09:23:00Z,84,-121.123611,38.3525
Pleasant Fire,2017-08-30T15:38:00Z,392,-121.12004,39.34292
Sam Fire,2018-06-09T15:31:00Z,96,-121.11936,35.9352
Grant Fire,2022-07-14T17:46:00Z,74,-121.1183895,38.5570067
San Lucas Fire,2014-04-30T14:25:00Z,75,-121.117,36.103
Prairie Fire ,2019-08-02T14:45:00Z,50,-121.114095,38.622058
Clay Fire,2017-06-01T15:38:00Z,68,-121.11113,38.33707
Still Fire,2022-08-27T11:43:00Z,44,-121.1103,39.0543
Stuhr Fire ,2019-09-11T11:25:43Z,190,-121.110146,37.32585
Stuhr Fire,2018-05-29T12:58:00Z,63,-121.10903,37.32744
Tyler Fire,2013-08-31T14:42:00Z,52,-121.107022,39.333401
Perry Fire,2020-08-26T13:37:15Z,9,-121.10411,38.8825
Latrobe Fire,2017-07-26T14:45:00Z,1268,-121.104,38.5181
Scott Fire,2016-07-10T15:30:00Z,87,-121.103642,38.517772
Sophia Fire,2020-08-02T09:12:41Z,36,-121.103299,38.686478
Cottonwood Fire,2020-07-27T09:28:40Z,788,-121.101634,37.083806
3-12 Fire,2015-07-23T17:30:00Z,77,-121.101623,40.856422
Jones Fire,2020-08-17T08:00:32Z,705,-121.100352,39.29241
Stuhr Fire,2019-06-07T16:55:00Z,581,-121.09375,37.25988
Romero Fire,2018-06-24T16:11:00Z,68,-121.09354,37.08529
Liberty Fire,2018-06-11T12:16:00Z,62,-121.09199,38.24033
Hunter Fire,2020-06-21T16:29:28Z,195,-121.08753,35.90835
Lockwood Fire,2017-06-29T20:44:00Z,42,-121.08753,35.96275
Cotton Fire,2020-07-05T07:30:23Z,100,-121.086625,37.091637
50 Fire,2013-07-19T14:12:00Z,163,-121.08438,38.63987
McCourtney Fire (Wind Complex),2017-10-09T00:00:00Z,76,-121.08406,39.19325
Taglio Fire,2016-04-24T11:10:00Z,30,-121.08036,37.2171
Bitterwater Fire,2020-06-07T14:43:51Z,211,-121.0781,36.2644
Taglio Fire,1969-12-31T16:00:00Z,12,-121.07761,37.21812
Williams Fire,2023-10-06T15:47:00Z,44,-121.07148,36.0295
Oak Fire,2018-08-12T14:20:00Z,16,-121.07039,39.10494
Forebay Fire,2015-05-11T10:26:00Z,692,-121.06963,37.08312
Brewer Fire,2017-07-02T12:41:00Z,10,-121.06656,39.08382
Clay Fire,2016-06-03T16:57:00Z,32,-121.06452,38.3131
Rosado Fire,2017-07-12T13:51:00Z,13,-121.06088,38.67474
Shingle Fire,2018-07-04T17:09:00Z,316,-121.059979,38.539806
Auburn Fire,2016-09-17T13:40:00Z,47,-121.05948,39.20427
Basalt Fire,2021-07-09T13:26:01Z,92,-121.05758,37.06047
3-18 Fire,2018-07-15T16:45:00Z,32,-121.05722,41.08583
Lone Fire,2019-09-06T11:34:27Z,5737,-121.056,41.748
Old Fire,2016-06-12T12:45:00Z,83,-121.04993,36.49914
Panoche Fire,2018-07-11T16:40:00Z,278,-121.0454,36.65351
Ione Fire ,2020-07-26T12:57:35Z,51,-121.044895,38.420382
Cove Fire,2017-09-23T15:40:00Z,25,-121.04445,35.76343
Coyote Fire,2020-07-15T14:04:08Z,1485,-121.04401,36.653
Stone Fire,2018-08-15T18:05:00Z,39387,-121.04386,41.38544
Bennett Fire,2021-08-25T15:33:00Z,59,-121.040771,39.216752
Largo Fire,2017-07-30T01:45:00Z,236,-121.039267,38.538332
Pony Fire,2020-10-03T15:38:00Z,20,-121.039236,38.464074
Omega Fire,2018-08-01T14:40:00Z,66,-121.03918,38.82128
Bryson Fire,2016-05-12T14:13:00Z,25,-121.0381507,35.8378273
Bridge Fire,2021-09-05T12:53:14Z,411,-121.036613,38.921239
Fox Fire (formally 3-7 Fire),2013-07-03T22:56:00Z,502,-121.035,41.2415
Salmon Fire,2021-05-01T21:02:48Z,32,-121.034998,38.773294
Dixie Fire,2015-06-19T16:15:00Z,60,-121.033667,40.875667
Panoche Fire,2018-06-04T23:17:00Z,64,-121.03253,36.64832
Interlake Fire,2014-07-07T16:12:00Z,47,-121.0226,35.8218
Plaza Fire,2018-05-20T13:07:00Z,88,-121.01638,37.056944
Deer Fire,2015-07-10T12:41:00Z,95,-121.0157,35.7183
River Fire,2021-08-04T08:00:00Z,2619,-121.01468,39.08805
Settlers Fire,2021-05-19T14:56:00Z,45,-121.01365,38.56101
Equestrian Fire,2021-06-16T14:03:42Z,10,-121.01273,38.79988
Rosa Fire,2022-09-06T15:15:00Z,16,-121.012313,35.580125
Liberty Fire,2023-07-11T18:11:00Z,71,-121.0089,38.2387
152 Fire,2013-06-04T15:42:00Z,124,-121.006939,37.03776
Lambert Fire,2020-10-04T12:46:20Z,21,-121.006635,38.424016
Bitterwater Fire,2017-11-25T16:46:00Z,47,-121.00391,36.38109
Rancho Fire,2016-06-28T19:02:00Z,372,-121.003611,38.385
Copper Fire ,2020-09-30T13:09:00Z,48,-121.003602,38.49375
Storksbill Fire,2016-07-22T13:15:00Z,50,-121.00299,38.79549
Long Fire,2019-06-28T15:03:04Z,2,-121.0005556,39.40972222
Olive Fire,2015-09-02T13:18:00Z,72,-121,26.42
Dog Bar Fire,2014-09-13T14:07:00Z,247,-120.999508,39.113682
Bitterwater Fire,2017-05-22T04:50:00Z,21,-120.99552,36.35578
Airline Fire,2018-06-04T17:01:00Z,1314,-120.99322,36.40755
Jolon Fire,2019-09-01T16:35:55Z,66,-120.992914,35.906482
Cronan Fire ,2020-06-09T14:35:25Z,29,-120.988571,38.827755
Carbon Fire,2023-07-11T15:10:27Z,58,-120.98731,38.43948
Panoche Fire,2021-06-23T13:38:00Z,145,-120.987172,36.63228
Lake Fire,2019-07-29T15:43:48Z,306,-120.984167,35.908333
Pleyto Fire,2017-06-11T18:12:00Z,32,-120.983684,35.902149
Chimney Fire,2016-08-13T16:03:00Z,46235,-120.98316,35.70595
Hernandez Fire,2023-08-10T18:47:45Z,75,-120.9783812,36.4392121
Minerva Fire,2017-07-29T18:55:00Z,4310,-120.9761,39.9034
Grizzly Fire,2017-07-21T16:50:00Z,10,-120.97586,39.36902
Green Fire,2023-10-06T12:05:00Z,243,-120.9739,35.5421
Camp Fire,2018-07-17T11:13:00Z,14,-120.97339,35.70086
Axel Fire,2017-07-08T16:38:00Z,74,-120.97111,38.7803
Gage Fire,2020-06-28T15:58:46Z,33,-120.96759,35.69993
Roadrunner Fire,2013-06-12T16:43:00Z,96,-120.966016,38.27783
Lynch Fire,2017-10-13T12:14:00Z,73,-120.96514,35.78616
Chaparral Fire,2019-09-29T21:44:45Z,22,-120.965105,38.538467
Cameron Fire,2020-10-18T20:42:24Z,15,-120.964726,38.659387
Antelope Fire,2017-07-06T13:00:00Z,0,-120.9643,40.6361
Goose Fire,2021-06-13T16:01:34Z,67,-120.9608439,38.3046414
Rail Fire,2013-09-07T17:30:00Z,68,-120.959,41.569
Coyote Fire,2013-08-09T15:51:00Z,97,-120.958126,40.88886
Greenhorn Fire,2017-07-27T14:49:00Z,15,-120.95498,39.16826
Irish Fire,2018-07-06T14:42:00Z,825,-120.95408,38.42623
Oak Fire,2022-08-15T15:48:00Z,19244,-120.9526,39.04941
Rock Fire,2018-07-21T15:50:00Z,30,-120.95157,35.68539
Lonoak Fire,2019-06-25T09:18:22Z,2546,-120.94771,36.28426
Country Fire,2019-09-03T14:57:31Z,85,-120.946657,38.898915
Waverly Fire,2018-06-29T15:11:00Z,11789,-120.945482,38.052055
Flood Fire ,2019-09-05T14:33:01Z,44,-120.945044,38.017138
Lonoak Fire,2017-05-17T15:18:00Z,17,-120.94328,36.2771
Brandon Fire,2020-07-07T16:06:21Z,32,-120.941267,38.58488
Trailhead Fire,2016-06-28T13:55:00Z,5645,-120.9375,38.96741
Tres Pinos Fire,2013-05-03T11:42:00Z,354,-120.937494,37.160346
Shore Fire,2017-06-16T15:49:00Z,32,-120.93371,35.90092
Copper Fire,2018-09-22T14:41:00Z,53,-120.93005,40.33642
Lowe Fire,2016-06-23T17:57:00Z,52,-120.9293,36.1934
Bitter Fire ,2020-06-16T14:11:55Z,813,-120.92925,36.3011
Sliger Fire,2018-09-04T15:03:00Z,150,-120.92611,38.94388
Nacimiento Fire,2017-05-14T12:00:00Z,20,-120.92482,35.77082
Gold Fire,2020-07-20T14:12:25Z,22614,-120.923293,41.11037
Latrobe Fire,2017-06-27T07:39:00Z,35,-120.92162,38.45822
Mills File,2017-09-03T20:32:00Z,79,-120.9204,40.13278
Resort Fire,2018-06-03T16:11:00Z,12,-120.91793,35.75737
French Fire,2017-09-17T15:18:00Z,136,-120.915,38.5758
Cottontail Fire,2013-05-20T15:45:00Z,35,-120.91375,35.49864
Howard Fire,2016-09-11T14:15:00Z,380,-120.9066,41.4657
Power Fire,2017-09-20T21:07:00Z,48,-120.90462,36.94652
Gulch Fire,2014-07-03T15:46:00Z,1469,-120.904,41.489
Shelton Fire,2013-05-30T11:20:00Z,303,-120.90325,38.04993
Camanche Fire,2016-06-17T14:54:00Z,210,-120.90265,38.26874
Eastern Fire,2018-06-04T17:30:00Z,513,-120.901167,36.378333
Panoche Fire,2023-06-03T14:26:46Z,65,-120.8991,36.7536
Toll Fire,2017-08-20T16:26:00Z,186,-120.89746,39.9864
Freeman Fire,2013-06-29T14:09:00Z,105,-120.8973,36.1531
Wright Fire,2017-05-12T15:30:00Z,1733,-120.89261,36.96655
China Fire,2018-06-17T13:58:00Z,17,-120.892404,38.265645
Greenstone Fire ,2019-08-14T16:07:49Z,16,-120.890556,38.703889
Feather Fire,2020-08-13T19:03:25Z,,-120.889438,39.716713
RV Fire,2023-08-01T13:54:00Z,29,-120.8839,36.9648
Ardo Fire,2019-06-12T17:23:00Z,43,-120.88241,35.97059
Lowell Fire,2015-07-25T14:37:00Z,2304,-120.882313,39.192088
Rico Fire ,2020-06-22T15:55:55Z,348,-120.87858,35.9789
Murphy Fire,2020-08-17T20:06:44Z,14,-120.876546,38.840068
Steins Fire,2021-06-26T13:05:41Z,11,-120.876096,38.659971
Pine Fire,2017-09-11T15:11:00Z,43,-120.87609,36.17297
Alvarado Fire,2017-06-28T09:30:00Z,15,-120.87492,35.947
Bumper Fire,2018-08-01T13:57:00Z,67,-120.874167,38.645
South Fire,2018-08-06T16:26:00Z,290,-120.872244,38.061298
257 Fire,2020-11-17T12:47:00Z,49,-120.87054,41.4435
Whaleback Fire,2018-07-27T13:32:00Z,18703,-120.868091,40.633536
Campo Fire,2016-06-27T18:00:00Z,33,-120.8678,38.22017
Robie Fire,2021-07-30T00:00:00Z,153,-120.867498,38.054116
Pine Fire,2017-05-16T16:10:00Z,18,-120.86682,36.1727